country,region,state,city,postal_code,geo_id
Philippines,Southeastern Asia,National Capital,Makati,,1420
Belgium,Western Europe,Antwerp,Mechelen,,1421
India,Southern Asia,Andhra Pradesh,Nellore,,1422
Italy,Southern Europe,Lazio,Tivoli,,1423
Brazil,South America,Mato Grosso,Cuiabá,,1424
Cuba,Caribbean,Pinar del Río,Pinar del Río,,1425
Mexico,Central America,México,Coacalco,,1426
United States,Southern US,Virginia,Hampton,23666.0,1427
Colombia,South America,Norte de Santander,Cúcuta,,1428
Brazil,South America,Rio Grande do Sul,Ijuí,,1429
Mozambique,Eastern Africa,Sofala,Beira,,1430
United Kingdom,Northern Europe,England,Basildon,,1431
Cote d'Ivoire,Western Africa,Lacs,Yamoussoukro,,1432
United States,Eastern US,Massachusetts,Beverly,1915.0,1433
United States,Eastern US,Maryland,Baltimore,21215.0,1434
France,Western Europe,Nord-Pas-de-Calais-Picardie,Maubeuge,,1435
United States,Western US,Arizona,Scottsdale,85254.0,1436
Djibouti,Eastern Africa,Djibouti,Djibouti,,1437
Japan,Eastern Asia,Saga,Saga,,1438
Canada,Canada,Ontario,Brampton,,1439
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Tournefeuille,,1440
China,Eastern Asia,Guangdong,Donghai,,1441
United Kingdom,Northern Europe,England,Crewe,,1442
United States,Southern US,Florida,Palm Coast,32137.0,1443
France,Western Europe,Ile-de-France,Sucy-en-Brie,,1444
United States,Western US,California,Apple Valley,92307.0,1445
Kenya,Eastern Africa,Rift Valley,Nakuru,,1446
France,Western Europe,Ile-de-France,Montmorency,,1447
Brazil,South America,São Paulo,Barueri,,1448
United States,Southern US,Florida,Jacksonville,32216.0,1449
France,Western Europe,Nord-Pas-de-Calais-Picardie,Valenciennes,,1450
India,Southern Asia,Uttar Pradesh,Bilaspur,,1451
Brazil,South America,Minas Gerais,Divinópolis,,1452
Romania,Eastern Europe,Timis,Lugoj,,1453
Mexico,Central America,Guanajuato,Salamanca,,1454
Brazil,South America,Rio Grande do Sul,Passo Fundo,,1455
France,Western Europe,Pays de la Loire,Saumur,,1456
Indonesia,Southeastern Asia,Riau,Dumai,,1457
Germany,Western Europe,North Rhine-Westphalia,Siegen,,1458
Italy,Southern Europe,Sicily,Palermo,,1459
India,Southern Asia,Karnataka,Tumkur,,1460
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Limoges,,1461
France,Western Europe,Nord-Pas-de-Calais-Picardie,Wasquehal,,1462
Italy,Southern Europe,Sardinia,Cagliari,,1463
Switzerland,Western Europe,Vaud,Lausanne,,1464
France,Western Europe,Brittany,Vannes,,1465
France,Western Europe,Ile-de-France,Athis-Mons,,1466
Israel,Western Asia,Jerusalem,Jerusalem,,1467
Venezuela,South America,Miranda,Charallave,,1468
Iran,Southern Asia,Khuzestan,Masjed Soleyman,,1469
Cuba,Caribbean,Santiago de Cuba,Palma Soriano,,1470
El Salvador,Central America,Sonsonate,Sonsonate,,1471
United Kingdom,Northern Europe,England,Northampton,,1472
Germany,Western Europe,Thuringia,Gera,,1473
United Kingdom,Northern Europe,England,Walsall,,1474
Germany,Western Europe,Brandenburg,Potsdam,,1475
Italy,Southern Europe,Tuscany,Grosseto,,1476
Germany,Western Europe,Saarland,Neunkirchen,,1477
France,Western Europe,Provence-Alpes-Côte d'Azur,Marignane,,1478
Canada,Canada,Ontario,North York,,1479
South Africa,Southern Africa,Kwazulu-natal,Pietermaritzburg,,1480
Guatemala,Central America,Huehuetenango,Huehuetenango,,1481
Ecuador,South America,Azuay,Cuenca,,1482
Saudi Arabia,Western Asia,Al Madinah,Medina,,1483
United States,Western US,California,Concord,94521.0,1484
Australia,Oceania,New South Wales,Tamworth,,1485
United Kingdom,Northern Europe,England,Worcester,,1486
France,Western Europe,Ile-de-France,Champigny-sur-Marne,,1487
Nigeria,Western Africa,Rivers,Port Harcourt,,1488
United States,Western US,Washington,Vancouver,98661.0,1489
Brazil,South America,Minas Gerais,Ituiutaba,,1490
India,Southern Asia,Chhattisgarh,Raipur,,1491
India,Southern Asia,Assam,Guwahati,,1492
Turkey,Western Asia,Gaziantep,Gaziantep,,1493
Italy,Southern Europe,Tuscany,Carrara,,1494
Spain,Southern Europe,Andalusía,Jerez de la Frontera,,1495
Romania,Eastern Europe,Constanta,Constanta,,1496
Brazil,South America,São Paulo,Cotia,,1497
Iran,Southern Asia,Kerman,Rafsanjan,,1498
United States,Western US,California,Bakersfield,93309.0,1499
Venezuela,South America,Carabobo,Guacara,,1500
Saudi Arabia,Western Asia,Ash Sharqiyah,Al Mubarraz,,1501
United States,Western US,New Mexico,Farmington,87401.0,1502
United Kingdom,Northern Europe,Scotland,Aberdeen,,1503
Brazil,South America,Minas Gerais,Montes Claros,,1504
Panama,Central America,Panama,La Chorrera,,1505
Benin,Western Africa,Littoral,Cotonou,,1506
Chile,South America,Santiago,Puente Alto,,1507
Mexico,Central America,Colima,Tecomán,,1508
Pakistan,Southern Asia,Khyber Pakhtunkhwa,Peshawar,,1509
Japan,Eastern Asia,Kanagawa,Kawasaki,,1510
United States,Southern US,Virginia,Chesapeake,23320.0,1511
Italy,Southern Europe,Campania,Acerra,,1512
Mexico,Central America,Guerrero,Chilpancingo,,1513
Iran,Southern Asia,Esfahan,Khomeynishahr,,1514
United States,Western US,Washington,Kent,98031.0,1515
China,Eastern Asia,Anhui,Jieshou,,1516
Mexico,Central America,Yucatán,Progreso,,1517
Chile,South America,Santiago,San Bernardo,,1518
United States,Western US,Arizona,Glendale,85301.0,1519
Germany,Western Europe,Baden-Württemberg,Aalen,,1520
United States,Western US,California,Roseville,95661.0,1521
India,Southern Asia,Maharashtra,Aurangabad,,1522
Kenya,Eastern Africa,Eastern,Marsabit,,1523
Poland,Eastern Europe,Lodz,Lodz,,1524
Pakistan,Southern Asia,Punjab,Multan,,1525
Zambia,Eastern Africa,Copperbelt,Mufulira,,1526
United States,Eastern US,New Jersey,Passaic,7055.0,1527
Germany,Western Europe,Mecklenburg-Vorpommern,Greifswald,,1528
United Kingdom,Northern Europe,England,Letchworth,,1529
United States,Central US,Texas,College Station,77840.0,1530
Iraq,Western Asia,Ninawa,Mosul,,1531
Brazil,South America,Paraíba,João Pessoa,,1532
Romania,Eastern Europe,Sibiu,Sibiu,,1533
Canada,Canada,Ontario,Peterborough,,1534
France,Western Europe,Ile-de-France,Fresnes,,1535
Mexico,Central America,Distrito Federal,Cuajimalpa,,1536
Mexico,Central America,Veracruz,Córdoba,,1537
United States,Central US,Illinois,Chicago,60610.0,1538
United States,Western US,California,San Clemente,92672.0,1539
Tunisia,North Africa,Tunis,Tunis,,1540
Brazil,South America,São Paulo,Itapevi,,1541
Germany,Western Europe,North Rhine-Westphalia,Halle,,1542
Argentina,South America,Santa Fe,Rosario,,1543
Ukraine,Eastern Europe,Mykolayiv,Mykolayiv,,1544
Norway,Northern Europe,Rogaland,Sandnes,,1545
Nicaragua,Central America,Masaya,Masaya,,1546
United Kingdom,Northern Europe,England,Aylesbury,,1547
Brazil,South America,Parana,Cambé,,1548
Brazil,South America,Sergipe,Aracaju,,1549
United Kingdom,Northern Europe,England,Warrington,,1550
United States,Southern US,Florida,Homestead,33030.0,1551
Nicaragua,Central America,Granada,Granada,,1552
Brazil,South America,Ceará,Limoeiro do Norte,,1553
Australia,Oceania,New South Wales,Katoomba,,1554
United States,Eastern US,Ohio,Fairfield,45014.0,1555
Indonesia,Southeastern Asia,Jawa Timur,Kediri,,1556
Russia,Eastern Europe,Yaroslavl',Yaroslavl',,1557
Russia,Eastern Europe,Bashkortostan,Salavat,,1558
Indonesia,Southeastern Asia,Jawa Timur,Malang,,1559
France,Western Europe,Nord-Pas-de-Calais-Picardie,Calais,,1560
Brazil,South America,Goiás,Novo Gama,,1561
United Kingdom,Northern Europe,England,Peterborough,,1562
United States,Southern US,Florida,Coral Springs,33065.0,1563
Australia,Oceania,Western Australia,Bunbury,,1564
United Kingdom,Northern Europe,England,Plymouth,,1565
Australia,Oceania,Queensland,Maryborough,,1566
Belgium,Western Europe,Flemish Brabant,Leuven,,1567
Croatia,Southern Europe,Grad Zagreb,Zagreb,,1568
Mexico,Central America,Tabasco,Frontera,,1569
Brazil,South America,Rio de Janeiro,Resende,,1570
United States,Central US,Wisconsin,Eau Claire,54703.0,1571
China,Eastern Asia,Shandong,Weifang,,1572
France,Western Europe,Ile-de-France,Chaville,,1573
India,Southern Asia,Punjab,Patiala,,1574
Iraq,Western Asia,Babil,Al Hillah,,1575
United Kingdom,Northern Europe,England,Lowestoft,,1576
Netherlands,Western Europe,Overijssel,Hardenberg,,1577
Hong Kong,Eastern Asia,Hong Kong,Kowloon,,1578
United States,Eastern US,Connecticut,Waterbury,6708.0,1579
El Salvador,Central America,San Salvador,Cuscatancingo,,1580
China,Eastern Asia,Shandong,Yantai,,1581
Australia,Oceania,Victoria,Melton,,1582
Norway,Northern Europe,Buskerud,Drammen,,1583
Netherlands,Western Europe,North Brabant,Oosterhout,,1584
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Montauban,,1585
China,Eastern Asia,Sichuan,Jiangyou,,1586
France,Western Europe,Ile-de-France,Livry-Gargan,,1587
Brazil,South America,São Paulo,Sorocaba,,1588
China,Eastern Asia,Shaanxi,Xi'an,,1589
Nepal,Southern Asia,Central,Kathmandu,,1590
France,Western Europe,Brittany,Quimper,,1591
Mexico,Central America,México,Ixtapaluca,,1592
Germany,Western Europe,Hesse,Wiesbaden,,1593
Poland,Eastern Europe,Pomerania,Gdynia,,1594
Germany,Western Europe,Saxony-Anhalt,Magdeburg,,1595
United States,Western US,Colorado,Fort Collins,80525.0,1596
France,Western Europe,Ile-de-France,Gennevilliers,,1597
Spain,Southern Europe,Catalonia,Castelldefels,,1598
United Kingdom,Northern Europe,England,Widnes,,1599
Russia,Eastern Europe,Dagestan,Kaspiysk,,1600
Brazil,South America,Santa Catarina,Chapecó,,1601
United States,Western US,Colorado,Denver,80219.0,1602
India,Southern Asia,Bihar,Darbhanga,,1603
Austria,Western Europe,Carinthia,Klagenfurt,,1604
Egypt,North Africa,Aswan,Aswan,,1605
Cuba,Caribbean,Cienfuegos,Cienfuegos,,1606
Mexico,Central America,Distrito Federal,Miguel Hidalgo,,1607
Lithuania,Northern Europe,Panevezys,Panevezys,,1608
Germany,Western Europe,North Rhine-Westphalia,Erftstadt,,1609
Germany,Western Europe,North Rhine-Westphalia,Lippstadt,,1610
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Brive-la-Gaillarde,,1611
New Zealand,Oceania,Gisborne,Gisborne,,1612
Germany,Western Europe,North Rhine-Westphalia,Pulheim,,1613
France,Western Europe,Nord-Pas-de-Calais-Picardie,Coudekerque-Branche,,1614
United States,Southern US,South Carolina,Rock Hill,29730.0,1615
Belgium,Western Europe,West Flanders,Roeselare,,1616
Colombia,South America,Magdalena,Ciénaga,,1617
Turkey,Western Asia,Bingol,Bingol,,1618
Guadeloupe,Caribbean,Guadeloupe,Les Abymes,,1619
United Kingdom,Northern Europe,England,Swindon,,1620
Brazil,South America,Pernambuco,Abreu e Lima,,1621
Colombia,South America,Risaralda,Pereira,,1622
Denmark,Northern Europe,South Denmark,Odense,,1623
China,Eastern Asia,Hainan,Haikou,,1624
Mexico,Central America,Sonora,Obregón,,1625
Iran,Southern Asia,Mazandaran,Sari,,1626
Venezuela,South America,Miranda,Baruta,,1627
United States,Western US,Montana,Helena,59601.0,1628
China,Eastern Asia,Zhejiang,Hangzhou,,1629
Zambia,Eastern Africa,Copperbelt,Chingola,,1630
France,Western Europe,Centre-Val de Loire,Saint-Cyr-sur-Loire,,1631
India,Southern Asia,Andhra Pradesh,Guntur,,1632
Japan,Eastern Asia,Hyogo,Nishinomiya,,1633
Germany,Western Europe,Hesse,Offenbach,,1634
United Kingdom,Northern Europe,England,Waterlooville,,1635
China,Eastern Asia,Guangdong,Huizhou,,1636
Egypt,North Africa,Suhaj,Sohag,,1637
United Kingdom,Northern Europe,England,Dewsbury,,1638
Kyrgyzstan,Central Asia,Bishkek,Bishkek,,1639
China,Eastern Asia,Jiangsu,Licheng,,1640
Kenya,Eastern Africa,Central,Thika,,1641
France,Western Europe,Auvergne-Rhône-Alpes,Bron,,1642
Netherlands,Western Europe,Overijssel,Deventer,,1643
China,Eastern Asia,Liaoning,Tieling,,1644
Dominican Republic,Caribbean,Santiago,Santiago de los Caballeros,,1645
United States,Central US,Michigan,Detroit,48227.0,1646
United States,Central US,Michigan,Taylor,48180.0,1647
France,Western Europe,Ile-de-France,Montereau-Fault-Yonne,,1648
Zimbabwe,Eastern Africa,Bulawayo,Bulawayo,,1649
China,Eastern Asia,Hebei,Xuanhua,,1650
France,Western Europe,Provence-Alpes-Côte d'Azur,Vallauris,,1651
United Kingdom,Northern Europe,Wales,Clydach,,1652
China,Eastern Asia,Shaanxi,Xianyang,,1653
United States,Southern US,North Carolina,Wilmington,28403.0,1654
Australia,Oceania,New South Wales,Forster,,1655
United States,Western US,Arizona,Chandler,85224.0,1656
United Kingdom,Northern Europe,England,Dartford,,1657
Japan,Eastern Asia,Mie,Yokkaichi,,1658
Spain,Southern Europe,Andalusía,El Ejido,,1659
Austria,Western Europe,Salzburg,Salzburg,,1660
United Kingdom,Northern Europe,Scotland,Dundee,,1661
United States,Central US,Indiana,Columbus,47201.0,1662
India,Southern Asia,Karnataka,Belgaum,,1663
Poland,Eastern Europe,Silesia,Rybnik,,1664
Tanzania,Eastern Africa,Iringa,Iringa,,1665
Nigeria,Western Africa,Edo,Benin City,,1666
China,Eastern Asia,Hubei,Yicheng,,1667
Germany,Western Europe,Schleswig-Holstein,Kiel,,1668
Germany,Western Europe,Rhineland-Palatinate,Kaiserslautern,,1669
France,Western Europe,Ile-de-France,Garches,,1670
Germany,Western Europe,Bavaria,Rosenheim,,1671
United Kingdom,Northern Europe,England,Poole,,1672
France,Western Europe,Ile-de-France,Villejuif,,1673
South Africa,Southern Africa,North-West,Vryburg,,1674
Uzbekistan,Central Asia,Surxondaryo,Termez,,1675
China,Eastern Asia,Shandong,Xintai,,1676
China,Eastern Asia,Guangdong,Wuchuan,,1677
Mexico,Central America,Michoacán,Heroica Zitácuaro,,1678
United States,Southern US,North Carolina,Fayetteville,28314.0,1679
Germany,Western Europe,Rhineland-Palatinate,Worms,,1680
Germany,Western Europe,Hesse,Darmstadt,,1681
United States,Eastern US,New Jersey,Vineland,8360.0,1682
France,Western Europe,Auvergne,Issoire,,1683
China,Eastern Asia,Heilongjiang,Yichun,,1684
France,Western Europe,Ile-de-France,Issy-les-Moulineaux,,1685
China,Eastern Asia,Guangdong,Chaozhou,,1686
China,Eastern Asia,Liaoning,Chaoyang,,1687
Spain,Southern Europe,Andalusía,Granada,,1688
India,Southern Asia,Odisha,Bhubaneswar,,1689
Australia,Oceania,New South Wales,Broken Hill,,1690
Portugal,Southern Europe,Porto,Porto,,1691
United States,Central US,Texas,San Antonio,78207.0,1692
United States,Western US,Arizona,Sierra Vista,85635.0,1693
China,Eastern Asia,Fujian,Sanming,,1694
New Zealand,Oceania,Southland,Invercargill,,1695
Malaysia,Southeastern Asia,Sarawak,Kuching,,1696
Indonesia,Southeastern Asia,Jawa Timur,Probolinggo,,1697
United States,Western US,California,Inglewood,90301.0,1698
Afghanistan,Southern Asia,Kandahar,Kandahar,,1699
Colombia,South America,Boyacá,Duitama,,1700
France,Western Europe,Ile-de-France,Taverny,,1701
Brazil,South America,Rio Grande do Sul,Caxias do Sul,,1702
Algeria,North Africa,Laghouat,Laghouat,,1703
South Sudan,Eastern Africa,Central Equatoria,Juba,,1704
Brazil,South America,São Paulo,Sumaré,,1705
Italy,Southern Europe,Tuscany,Lucca,,1706
United States,Western US,Colorado,Aurora,80013.0,1707
Germany,Western Europe,North Rhine-Westphalia,Minden,,1708
Germany,Western Europe,North Rhine-Westphalia,Herten,,1709
Brazil,South America,Rio Grande do Sul,Pelotas,,1710
Brazil,South America,Mato Grosso do Sul,Campo Grande,,1711
New Zealand,Oceania,Wellington,Lower Hutt,,1712
Poland,Eastern Europe,Greater Poland,Poznan,,1713
Sudan,North Africa,Gezira,Wad Madani,,1714
Brazil,South America,São Paulo,Birigui,,1715
Malawi,Eastern Africa,Lilongwe,Lilongwe,,1716
Pakistan,Southern Asia,F.C.T.,Islamabad,,1717
United Kingdom,Northern Europe,England,Stevenage,,1718
China,Eastern Asia,Jiangxi,Nanchang,,1719
Ecuador,South America,Guayas,Guayaquil,,1720
Chile,South America,O'Higgins,Rancagua,,1721
Pakistan,Southern Asia,Punjab,Rawalpindi,,1722
United States,Western US,California,Modesto,95351.0,1723
China,Eastern Asia,Guangdong,Zhuhai,,1724
India,Southern Asia,Madhya Pradesh,Mau,,1725
Iran,Southern Asia,Tehran,Shahriar,,1726
Cuba,Caribbean,Santiago de Cuba,Contramaestre,,1727
France,Western Europe,Auvergne-Rhône-Alpes,Thonon-les-Bains,,1728
France,Western Europe,Provence-Alpes-Côte d'Azur,Allauch,,1729
India,Southern Asia,Punjab,Amritsar,,1730
United States,Central US,Wisconsin,Green Bay,54302.0,1731
Brazil,South America,Mato Grosso,Rondonópolis,,1732
China,Eastern Asia,Hebei,Handan,,1733
Spain,Southern Europe,Madrid,Coslada,,1734
Nigeria,Western Africa,Bauchi,Bauchi,,1735
United States,Southern US,Louisiana,Monroe,71203.0,1736
Germany,Western Europe,North Rhine-Westphalia,Ratingen,,1737
United States,Southern US,Tennessee,Memphis,38109.0,1738
United States,Central US,Texas,The Colony,75056.0,1739
Philippines,Southeastern Asia,National Capital,Caloocan,,1740
United States,Southern US,North Carolina,Greensboro,27405.0,1741
Gabon,Central Africa,Estuaire,Libreville,,1742
United States,Eastern US,New Jersey,Plainfield,7060.0,1743
Poland,Eastern Europe,Opole,Opole,,1744
Brazil,South America,São Paulo,São Bernardo do Campo,,1745
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Metz,,1746
China,Eastern Asia,Anhui,Tongling,,1747
Mexico,Central America,Colima,Colima,,1748
United States,Southern US,North Carolina,Raleigh,27604.0,1749
United Kingdom,Northern Europe,England,Cheshunt,,1750
Brazil,South America,São Paulo,Guarulhos,,1751
Belarus,Eastern Europe,Homyel',Homyel',,1752
United Kingdom,Northern Europe,England,Torquay,,1753
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Narbonne,,1754
Bangladesh,Southern Asia,Sylhet,Sylhet,,1755
Malaysia,Southeastern Asia,Sabah,Sandakan,,1756
Japan,Eastern Asia,Ishikawa,Takamatsu,,1757
Bahrain,Western Asia,Muharraq,Al Muharraq,,1758
India,Southern Asia,Maharashtra,Akola,,1759
United States,Central US,Texas,El Paso,79907.0,1760
United States,Western US,California,Oxnard,93030.0,1761
United States,Southern US,Florida,Miami,33180.0,1762
United States,Central US,Illinois,Peoria,61604.0,1763
United Kingdom,Northern Europe,England,Birkenhead,,1764
France,Western Europe,Provence-Alpes-Côte d'Azur,Istres,,1765
France,Western Europe,Ile-de-France,Noisy-le-Sec,,1766
China,Eastern Asia,Zhejiang,Shangyu,,1767
Romania,Eastern Europe,Bacau,Bacau,,1768
China,Eastern Asia,Jiangsu,Nantong,,1769
France,Western Europe,Provence-Alpes-Côte d'Azur,Mougins,,1770
Italy,Southern Europe,Trentino-Alto Adige,Bolzano,,1771
France,Western Europe,Nord-Pas-de-Calais-Picardie,Amiens,,1772
Philippines,Southeastern Asia,Northern Mindanao,Valencia,,1773
Brazil,South America,Rio Grande do Sul,Farroupilha,,1774
China,Eastern Asia,Tianjin,Hangu,,1775
United States,Western US,Washington,Spokane,99207.0,1776
Turkey,Western Asia,Istanbul,Uskudar,,1777
China,Eastern Asia,Hunan,Wuxi,,1778
Spain,Southern Europe,Andalusía,Lora del Río,,1779
Panama,Central America,Colón,Colón,,1780
France,Western Europe,Ile-de-France,Torcy,,1781
Iran,Southern Asia,Zanjan,Zanjan,,1782
Nigeria,Western Africa,Cross River,Calabar,,1783
New Zealand,Oceania,Bay of Plenty,Rotorua,,1784
Mexico,Central America,Veracruz,Veracruz,,1785
Turkey,Western Asia,Ankara,Sincan,,1786
Germany,Western Europe,North Rhine-Westphalia,Paderborn,,1787
France,Western Europe,Ile-de-France,Orsay,,1788
Venezuela,South America,Miranda,Guatire,,1789
France,Western Europe,Ile-de-France,Thiais,,1790
Paraguay,South America,Central,San Lorenzo,,1791
United States,Western US,California,El Cajon,92020.0,1792
Russia,Eastern Europe,Bashkortostan,Sterlitamak,,1793
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,La Teste-de-Buch,,1794
Israel,Western Asia,Haifa,Haifa,,1795
Colombia,South America,Atlántico,Barranquilla,,1796
Niger,Western Africa,Maradi,Maradi,,1797
United States,Central US,Texas,Odessa,79762.0,1798
Brazil,South America,Santa Catarina,Blumenau,,1799
Brazil,South America,Pernambuco,Gravatá,,1800
United Kingdom,Northern Europe,England,Margate,,1801
Italy,Southern Europe,Sicily,Trapani,,1802
United States,Western US,California,Laguna Niguel,92677.0,1803
